office,candidate,party,county,votes,district
Public Service Commission,McDonald,R,Twiggs,1452,District 4 - Northern
Public Service Commission,Powell,D,Twiggs,2486,District 4 - Northern
Public Service Commission,Totals,Total,Twiggs,142,District 4 - Northern
Public Service Commission,McDonald,R,Union,5840,District 4 - Northern
Public Service Commission,Powell,D,Union,3226,District 4 - Northern
Public Service Commission,Totals,Total,Union,467,District 4 - Northern
Public Service Commission,McDonald,R,Upson,5931,District 4 - Northern
Public Service Commission,Powell,D,Upson,4126,District 4 - Northern
Public Service Commission,Totals,Total,Upson,331,District 4 - Northern
Public Service Commission,McDonald,R,Walker,12645,District 4 - Northern
Public Service Commission,Powell,D,Walker,8156,District 4 - Northern
Public Service Commission,Totals,Total,Walker,887,District 4 - Northern
Public Service Commission,McDonald,R,Walton,23309,District 4 - Northern
Public Service Commission,Powell,D,Walton,8506,District 4 - Northern
Public Service Commission,Totals,Total,Walton,2124,District 4 - Northern
Public Service Commission,McDonald,R,Ware,6549,District 4 - Northern
Public Service Commission,Powell,D,Ware,4230,District 4 - Northern
Public Service Commission,Totals,Total,Ware,305,District 4 - Northern
Public Service Commission,McDonald,R,Warren,850,District 4 - Northern
Public Service Commission,Powell,D,Warren,1381,District 4 - Northern
Public Service Commission,Totals,Total,Warren,71,District 4 - Northern
Public Service Commission,McDonald,R,Washington,3062,District 4 - Northern
Public Service Commission,Powell,D,Washington,4871,District 4 - Northern
Public Service Commission,Totals,Total,Washington,138,District 4 - Northern
Public Service Commission,McDonald,R,Wayne,5656,District 4 - Northern
Public Service Commission,Powell,D,Wayne,3574,District 4 - Northern
Public Service Commission,Totals,Total,Wayne,310,District 4 - Northern
Public Service Commission,McDonald,R,Webster,433,District 4 - Northern
Public Service Commission,Powell,D,Webster,494,District 4 - Northern
Public Service Commission,Totals,Total,Webster,24,District 4 - Northern
Public Service Commission,McDonald,R,Wheeler,932,District 4 - Northern
Public Service Commission,Powell,D,Wheeler,966,District 4 - Northern
Public Service Commission,Totals,Total,Wheeler,46,District 4 - Northern
Public Service Commission,McDonald,R,White,7123,District 4 - Northern
Public Service Commission,Powell,D,White,2409,District 4 - Northern
Public Service Commission,Totals,Total,White,595,District 4 - Northern
Public Service Commission,McDonald,R,Whitfield,15453,District 4 - Northern
Public Service Commission,Powell,D,Whitfield,8610,District 4 - Northern
Public Service Commission,Totals,Total,Whitfield,1069,District 4 - Northern
Public Service Commission,McDonald,R,Wilcox,1557,District 4 - Northern
Public Service Commission,Powell,D,Wilcox,1216,District 4 - Northern
Public Service Commission,Totals,Total,Wilcox,42,District 4 - Northern
Public Service Commission,McDonald,R,Wilkes,1969,District 4 - Northern
Public Service Commission,Powell,D,Wilkes,2138,District 4 - Northern
Public Service Commission,Totals,Total,Wilkes,141,District 4 - Northern
Public Service Commission,McDonald,R,Wilkinson,1736,District 4 - Northern
Public Service Commission,Powell,D,Wilkinson,2311,District 4 - Northern
Public Service Commission,Totals,Total,Wilkinson,90,District 4 - Northern
Public Service Commission,McDonald,R,Worth,4547,District 4 - Northern
Public Service Commission,Powell,D,Worth,2961,District 4 - Northern
Public Service Commission,Totals,Total,Worth,212,District 4 - Northern
Public Service Commission,Everett,R,Appling,4411,District 1 - Southern
Public Service Commission,Monds,Lib,Appling,1064,District 1 - Southern
Public Service Commission,Totals,Total,Appling,5475,District 1 - Southern
Public Service Commission,Everett,R,Atkinson,1583,District 1 - Southern
Public Service Commission,Monds,Lib,Atkinson,520,District 1 - Southern
Public Service Commission,Totals,Total,Atkinson,2103,District 1 - Southern
Public Service Commission,Everett,R,Bacon,2515,District 1 - Southern
Public Service Commission,Monds,Lib,Bacon,497,District 1 - Southern
Public Service Commission,Totals,Total,Bacon,3012,District 1 - Southern
Public Service Commission,Everett,R,Baker,832,District 1 - Southern
Public Service Commission,Monds,Lib,Baker,430,District 1 - Southern
Public Service Commission,Totals,Total,Baker,1262,District 1 - Southern
Public Service Commission,Everett,R,Baldwin,8630,District 1 - Southern
Public Service Commission,Monds,Lib,Baldwin,4178,District 1 - Southern
Public Service Commission,Totals,Total,Baldwin,12808,District 1 - Southern
Public Service Commission,Everett,R,Banks,4667,District 1 - Southern
Public Service Commission,Monds,Lib,Banks,957,District 1 - Southern
Public Service Commission,Totals,Total,Banks,5624,District 1 - Southern
Public Service Commission,Everett,R,Barrow,16659,District 1 - Southern
Public Service Commission,Monds,Lib,Barrow,5229,District 1 - Southern
Public Service Commission,Totals,Total,Barrow,21888,District 1 - Southern
Public Service Commission,Everett,R,Bartow,24692,District 1 - Southern
Public Service Commission,Monds,Lib,Bartow,7240,District 1 - Southern
Public Service Commission,Totals,Total,Bartow,31932,District 1 - Southern
Public Service Commission,Everett,R,Ben hill,3466,District 1 - Southern
Public Service Commission,Monds,Lib,Ben hill,1372,District 1 - Southern
Public Service Commission,Totals,Total,Ben hill,4838,District 1 - Southern
Public Service Commission,Everett,R,Berrien,4473,District 1 - Southern
Public Service Commission,Monds,Lib,Berrien,1140,District 1 - Southern
Public Service Commission,Totals,Total,Berrien,5613,District 1 - Southern
Public Service Commission,Everett,R,Bibb,32165,District 1 - Southern
Public Service Commission,Monds,Lib,Bibb,18959,District 1 - Southern
Public Service Commission,Totals,Total,Bibb,51124,District 1 - Southern
Public Service Commission,Everett,R,Bleckley,3214,District 1 - Southern
Public Service Commission,Monds,Lib,Bleckley,774,District 1 - Southern
Public Service Commission,Totals,Total,Bleckley,3988,District 1 - Southern
Public Service Commission,Everett,R,Brantley,4258,District 1 - Southern
Public Service Commission,Monds,Lib,Brantley,982,District 1 - Southern
Public Service Commission,Totals,Total,Brantley,5240,District 1 - Southern
Public Service Commission,Everett,R,Brooks,3440,District 1 - Southern
Public Service Commission,Monds,Lib,Brooks,1374,District 1 - Southern
Public Service Commission,Totals,Total,Brooks,4814,District 1 - Southern
Public Service Commission,Everett,R,Bryan,8817,District 1 - Southern
Public Service Commission,Monds,Lib,Bryan,2154,District 1 - Southern
Public Service Commission,Totals,Total,Bryan,10971,District 1 - Southern
Public Service Commission,Everett,R,Bulloch,15178,District 1 - Southern
Public Service Commission,Monds,Lib,Bulloch,4857,District 1 - Southern
Public Service Commission,Totals,Total,Bulloch,20035,District 1 - Southern
Public Service Commission,Everett,R,Burke,4767,District 1 - Southern
Public Service Commission,Monds,Lib,Burke,2347,District 1 - Southern
Public Service Commission,Totals,Total,Burke,7114,District 1 - Southern
Public Service Commission,Everett,R,Butts,5765,District 1 - Southern
Public Service Commission,Monds,Lib,Butts,1912,District 1 - Southern
Public Service Commission,Totals,Total,Butts,7677,District 1 - Southern
Public Service Commission,Everett,R,Calhoun,1056,District 1 - Southern
Public Service Commission,Monds,Lib,Calhoun,657,District 1 - Southern
Public Service Commission,Totals,Total,Calhoun,1713,District 1 - Southern
Public Service Commission,Everett,R,Camden,10826,District 1 - Southern
Public Service Commission,Monds,Lib,Camden,3341,District 1 - Southern
Public Service Commission,Totals,Total,Camden,14167,District 1 - Southern
Public Service Commission,Everett,R,Candler,2142,District 1 - Southern
Public Service Commission,Monds,Lib,Candler,617,District 1 - Southern
Public Service Commission,Totals,Total,Candler,2759,District 1 - Southern
Public Service Commission,Everett,R,Carroll,28107,District 1 - Southern
Public Service Commission,Monds,Lib,Carroll,9644,District 1 - Southern
Public Service Commission,Totals,Total,Carroll,37751,District 1 - Southern
Public Service Commission,Everett,R,Catoosa,17714,District 1 - Southern
Public Service Commission,Monds,Lib,Catoosa,3857,District 1 - Southern
Public Service Commission,Totals,Total,Catoosa,21571,District 1 - Southern
Public Service Commission,Everett,R,Charlton,2298,District 1 - Southern
Public Service Commission,Monds,Lib,Charlton,606,District 1 - Southern
Public Service Commission,Totals,Total,Charlton,2904,District 1 - Southern
Public Service Commission,Everett,R,Chatham,54901,District 1 - Southern
Public Service Commission,Monds,Lib,Chatham,31291,District 1 - Southern
Public Service Commission,Totals,Total,Chatham,86192,District 1 - Southern
Public Service Commission,Everett,R,Chattahoochee,844,District 1 - Southern
Public Service Commission,Monds,Lib,Chattahoochee,441,District 1 - Southern
Public Service Commission,Totals,Total,Chattahoochee,1285,District 1 - Southern
Public Service Commission,Everett,R,Chattooga,5604,District 1 - Southern
Public Service Commission,Monds,Lib,Chattooga,1647,District 1 - Southern
Public Service Commission,Totals,Total,Chattooga,7251,District 1 - Southern
Public Service Commission,Everett,R,Cherokee,65418,District 1 - Southern
Public Service Commission,Monds,Lib,Cherokee,18796,District 1 - Southern
Public Service Commission,Totals,Total,Cherokee,84214,District 1 - Southern
Public Service Commission,Everett,R,Clarke,18919,District 1 - Southern
Public Service Commission,Monds,Lib,Clarke,16783,District 1 - Southern
Public Service Commission,Totals,Total,Clarke,35702,District 1 - Southern
Public Service Commission,Everett,R,Clay,595,District 1 - Southern
Public Service Commission,Monds,Lib,Clay,377,District 1 - Southern
Public Service Commission,Totals,Total,Clay,972,District 1 - Southern
Public Service Commission,Everett,R,Clayton,26938,District 1 - Southern
Public Service Commission,Monds,Lib,Clayton,48375,District 1 - Southern
Public Service Commission,Totals,Total,Clayton,75313,District 1 - Southern
Public Service Commission,Everett,R,Clinch,1473,District 1 - Southern
Public Service Commission,Monds,Lib,Clinch,510,District 1 - Southern
Public Service Commission,Totals,Total,Clinch,1983,District 1 - Southern
Public Service Commission,Everett,R,Cobb,181554,District 1 - Southern
Public Service Commission,Monds,Lib,Cobb,85334,District 1 - Southern
Public Service Commission,Totals,Total,Cobb,266888,District 1 - Southern
Public Service Commission,Everett,R,Coffee,7848,District 1 - Southern
Public Service Commission,Monds,Lib,Coffee,2658,District 1 - Southern
Public Service Commission,Totals,Total,Coffee,10506,District 1 - Southern
Public Service Commission,Everett,R,Colquitt,8899,District 1 - Southern
Public Service Commission,Monds,Lib,Colquitt,2306,District 1 - Southern
Public Service Commission,Totals,Total,Colquitt,11205,District 1 - Southern
Public Service Commission,Everett,R,Columbia,39729,District 1 - Southern
Public Service Commission,Monds,Lib,Columbia,8996,District 1 - Southern
Public Service Commission,Totals,Total,Columbia,48725,District 1 - Southern
Public Service Commission,Everett,R,Cook,3798,District 1 - Southern
Public Service Commission,Monds,Lib,Cook,1141,District 1 - Southern
Public Service Commission,Totals,Total,Cook,4939,District 1 - Southern
Public Service Commission,Everett,R,Coweta,36061,District 1 - Southern
Public Service Commission,Monds,Lib,Coweta,10617,District 1 - Southern
Public Service Commission,Totals,Total,Coweta,46678,District 1 - Southern
Public Service Commission,Everett,R,Crawford,3279,District 1 - Southern
Public Service Commission,Monds,Lib,Crawford,1097,District 1 - Southern
Public Service Commission,Totals,Total,Crawford,4376,District 1 - Southern
Public Service Commission,Everett,R,Crisp,4506,District 1 - Southern
Public Service Commission,Monds,Lib,Crisp,1394,District 1 - Southern
Public Service Commission,Totals,Total,Crisp,5900,District 1 - Southern
Public Service Commission,Everett,R,Dade,4215,District 1 - Southern
Public Service Commission,Monds,Lib,Dade,1124,District 1 - Southern
Public Service Commission,Totals,Total,Dade,5339,District 1 - Southern
Public Service Commission,Everett,R,Dawson,7439,District 1 - Southern
Public Service Commission,Monds,Lib,Dawson,1644,District 1 - Southern
Public Service Commission,Totals,Total,Dawson,9083,District 1 - Southern
Public Service Commission,Everett,R,Decatur,6002,District 1 - Southern
Public Service Commission,Monds,Lib,Decatur,2183,District 1 - Southern
Public Service Commission,Totals,Total,Decatur,8185,District 1 - Southern
Public Service Commission,Everett,R,Dekalb,100210,District 1 - Southern
Public Service Commission,Monds,Lib,Dekalb,137927,District 1 - Southern
Public Service Commission,Totals,Total,Dekalb,238137,District 1 - Southern
Public Service Commission,Everett,R,Dodge,4940,District 1 - Southern
Public Service Commission,Monds,Lib,Dodge,1321,District 1 - Southern
Public Service Commission,Totals,Total,Dodge,6261,District 1 - Southern
Public Service Commission,Everett,R,Dooly,2040,District 1 - Southern
Public Service Commission,Monds,Lib,Dooly,960,District 1 - Southern
Public Service Commission,Totals,Total,Dooly,3000,District 1 - Southern
Public Service Commission,Everett,R,Dougherty,18800,District 1 - Southern
Public Service Commission,Monds,Lib,Dougherty,12872,District 1 - Southern
Public Service Commission,Totals,Total,Dougherty,31672,District 1 - Southern
Public Service Commission,Everett,R,Douglas,29214,District 1 - Southern
