county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Spalding,President,,DEM,HILLARY CLINTON,3132,2378,41,710,3
Stephens,President,,DEM,HILLARY CLINTON,460,228,17,215,0
Stewart,President,,DEM,HILLARY CLINTON,460,394,17,47,2
Sumter,President,,DEM,HILLARY CLINTON,1960,1401,101,458,0
Talbot,President,,DEM,HILLARY CLINTON,852,756,34,62,0
Taliaferro,President,,DEM,HILLARY CLINTON,236,156,22,58,0
Tattnall,President,,DEM,HILLARY CLINTON,518,417,12,89,0
Taylor,President,,DEM,HILLARY CLINTON,477,401,18,57,1
Telfair,President,,DEM,HILLARY CLINTON,426,374,12,40,0
Terrell,President,,DEM,HILLARY CLINTON,804,598,70,136,0
Thomas,President,,DEM,HILLARY CLINTON,2054,1667,27,359,1
Tift,President,,DEM,HILLARY CLINTON,1158,916,13,222,7
Toombs,President,,DEM,HILLARY CLINTON,564,490,13,59,2
Towns,President,,DEM,HILLARY CLINTON,317,189,10,113,5
Treutlen,President,,DEM,HILLARY CLINTON,302,183,8,109,2
Troup,President,,DEM,HILLARY CLINTON,3382,2737,142,478,25
Turner,President,,DEM,HILLARY CLINTON,330,255,3,72,0
Twiggs,President,,DEM,HILLARY CLINTON,819,662,32,125,0
Union,President,,DEM,HILLARY CLINTON,574,345,19,209,1
Upson,President,,DEM,HILLARY CLINTON,1236,989,16,231,0
Walker,President,,DEM,HILLARY CLINTON,1009,727,23,259,0
Walton,President,,DEM,HILLARY CLINTON,2315,2008,47,254,6
Ware,President,,DEM,HILLARY CLINTON,920,631,28,261,0
Warren,President,,DEM,HILLARY CLINTON,468,375,2,91,0
Washington,President,,DEM,HILLARY CLINTON,1749,1334,121,286,8
Wayne,President,,DEM,HILLARY CLINTON,702,532,19,149,2
Webster,President,,DEM,HILLARY CLINTON,170,148,5,17,0
Wheeler,President,,DEM,HILLARY CLINTON,177,154,0,23,0
White,President,,DEM,HILLARY CLINTON,499,328,33,137,1
Whitfield,President,,DEM,HILLARY CLINTON,1539,1221,37,278,3
Wilcox,President,,DEM,HILLARY CLINTON,303,269,2,31,1
Wilkes,President,,DEM,HILLARY CLINTON,702,587,18,97,0
Wilkinson,President,,DEM,HILLARY CLINTON,832,700,36,96,0
Worth,President,,DEM,HILLARY CLINTON,686,527,20,137,2
,President,,DEM,MARTIN O'MALLEY,2129,1608,96,417,8
Appling,President,,DEM,MARTIN O'MALLEY,11,9,1,1,0
Atkinson,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Bacon,President,,DEM,MARTIN O'MALLEY,3,3,0,0,0
Baker,President,,DEM,MARTIN O'MALLEY,3,0,1,2,0
Baldwin,President,,DEM,MARTIN O'MALLEY,15,7,0,8,0
Banks,President,,DEM,MARTIN O'MALLEY,7,7,0,0,0
Barrow,President,,DEM,MARTIN O'MALLEY,9,6,2,1,0
Bartow,President,,DEM,MARTIN O'MALLEY,25,20,1,4,0
Ben Hill,President,,DEM,MARTIN O'MALLEY,8,5,0,3,0
Berrien,President,,DEM,MARTIN O'MALLEY,7,5,1,1,0
Bibb,President,,DEM,MARTIN O'MALLEY,34,24,2,8,0
Bleckley,President,,DEM,MARTIN O'MALLEY,6,6,0,0,0
Brantley,President,,DEM,MARTIN O'MALLEY,14,13,0,1,0
Brooks,President,,DEM,MARTIN O'MALLEY,6,6,0,0,0
Bryan,President,,DEM,MARTIN O'MALLEY,8,4,2,2,0
Bulloch,President,,DEM,MARTIN O'MALLEY,7,5,0,2,0
Burke,President,,DEM,MARTIN O'MALLEY,6,4,0,2,0
Butts,President,,DEM,MARTIN O'MALLEY,6,3,0,3,0
Calhoun,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Camden,President,,DEM,MARTIN O'MALLEY,6,5,1,0,0
Candler,President,,DEM,MARTIN O'MALLEY,5,3,0,2,0
Carroll,President,,DEM,MARTIN O'MALLEY,15,11,1,3,0
Catoosa,President,,DEM,MARTIN O'MALLEY,11,7,1,3,0
Charlton,President,,DEM,MARTIN O'MALLEY,8,7,0,1,0
Chatham,President,,DEM,MARTIN O'MALLEY,72,58,3,11,0
Chattahoochee,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0
Chattooga,President,,DEM,MARTIN O'MALLEY,7,5,1,1,0
Cherokee,President,,DEM,MARTIN O'MALLEY,29,24,2,3,0
Clarke,President,,DEM,MARTIN O'MALLEY,21,15,1,5,0
Clay,President,,DEM,MARTIN O'MALLEY,3,2,0,1,0
Clayton,President,,DEM,MARTIN O'MALLEY,60,42,1,17,0
Clinch,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0
Cobb,President,,DEM,MARTIN O'MALLEY,137,114,5,18,0
Coffee,President,,DEM,MARTIN O'MALLEY,10,6,0,4,0
Colquitt,President,,DEM,MARTIN O'MALLEY,12,8,0,4,0
Columbia,President,,DEM,MARTIN O'MALLEY,23,20,1,2,0
Cook,President,,DEM,MARTIN O'MALLEY,8,5,2,1,0
Coweta,President,,DEM,MARTIN O'MALLEY,30,24,3,3,0
Crawford,President,,DEM,MARTIN O'MALLEY,6,4,0,2,0
Crisp,President,,DEM,MARTIN O'MALLEY,3,1,0,2,0
Dade,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0
Dawson,President,,DEM,MARTIN O'MALLEY,5,4,1,0,0
Decatur,President,,DEM,MARTIN O'MALLEY,8,7,1,0,0
DeKalb,President,,DEM,MARTIN O'MALLEY,170,129,10,31,0
Dodge,President,,DEM,MARTIN O'MALLEY,2,2,0,0,0
Dooly,President,,DEM,MARTIN O'MALLEY,4,3,0,1,0
Dougherty,President,,DEM,MARTIN O'MALLEY,25,22,0,3,0
Douglas,President,,DEM,MARTIN O'MALLEY,21,13,0,8,0
Early,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0
Echols,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0
Effingham,President,,DEM,MARTIN O'MALLEY,12,10,2,0,0
Elbert,President,,DEM,MARTIN O'MALLEY,6,3,0,3,0
Emanuel,President,,DEM,MARTIN O'MALLEY,5,3,0,2,0
Evans,President,,DEM,MARTIN O'MALLEY,5,2,0,3,0
Fannin,President,,DEM,MARTIN O'MALLEY,4,3,1,0,0
Fayette,President,,DEM,MARTIN O'MALLEY,22,18,0,3,1
Floyd,President,,DEM,MARTIN O'MALLEY,27,21,0,6,0
Forsyth,President,,DEM,MARTIN O'MALLEY,24,16,1,7,0
Franklin,President,,DEM,MARTIN O'MALLEY,4,3,0,1,0
Fulton,President,,DEM,MARTIN O'MALLEY,200,149,4,44,3
Gilmer,President,,DEM,MARTIN O'MALLEY,3,2,1,0,0
Glascock,President,,DEM,MARTIN O'MALLEY,2,2,0,0,0
Glynn,President,,DEM,MARTIN O'MALLEY,21,19,1,1,0
Gordon,President,,DEM,MARTIN O'MALLEY,10,9,0,1,0
Grady,President,,DEM,MARTIN O'MALLEY,12,10,0,2,0
Greene,President,,DEM,MARTIN O'MALLEY,5,5,0,0,0
Gwinnett,President,,DEM,MARTIN O'MALLEY,128,110,2,14,2
Habersham,President,,DEM,MARTIN O'MALLEY,5,3,0,2,0
Hall,President,,DEM,MARTIN O'MALLEY,24,19,0,5,0
Hancock,President,,DEM,MARTIN O'MALLEY,9,6,1,2,0
Haralson,President,,DEM,MARTIN O'MALLEY,8,7,0,1,0
Harris,President,,DEM,MARTIN O'MALLEY,7,7,0,0,0
Hart,President,,DEM,MARTIN O'MALLEY,3,1,1,1,0
Heard,President,,DEM,MARTIN O'MALLEY,7,6,1,0,0
Henry,President,,DEM,MARTIN O'MALLEY,38,30,1,7,0
Houston,President,,DEM,MARTIN O'MALLEY,20,13,1,6,0
Irwin,President,,DEM,MARTIN O'MALLEY,3,3,0,0,0
Jackson,President,,DEM,MARTIN O'MALLEY,13,12,0,1,0
Jasper,President,,DEM,MARTIN O'MALLEY,5,4,1,0,0
Jeff Davis,President,,DEM,MARTIN O'MALLEY,9,5,1,3,0
Jefferson,President,,DEM,MARTIN O'MALLEY,8,6,1,1,0
Jenkins,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Johnson,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0
Jones,President,,DEM,MARTIN O'MALLEY,10,6,1,3,0
Lamar,President,,DEM,MARTIN O'MALLEY,8,8,0,0,0
Lanier,President,,DEM,MARTIN O'MALLEY,3,2,0,1,0
Laurens,President,,DEM,MARTIN O'MALLEY,21,17,2,2,0
Lee,President,,DEM,MARTIN O'MALLEY,12,10,1,1,0
Liberty,President,,DEM,MARTIN O'MALLEY,14,11,0,3,0
Lincoln,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0
Long,President,,DEM,MARTIN O'MALLEY,4,4,0,0,0
Lowndes,President,,DEM,MARTIN O'MALLEY,17,11,2,4,0
Lumpkin,President,,DEM,MARTIN O'MALLEY,5,2,3,0,0
Macon,President,,DEM,MARTIN O'MALLEY,3,2,0,1,0
Madison,President,,DEM,MARTIN O'MALLEY,5,5,0,0,0
Marion,President,,DEM,MARTIN O'MALLEY,7,4,0,3,0
McDuffie,President,,DEM,MARTIN O'MALLEY,2,1,0,1,0
McIntosh,President,,DEM,MARTIN O'MALLEY,4,2,0,2,0
Meriwether,President,,DEM,MARTIN O'MALLEY,5,5,0,0,0
Miller,President,,DEM,MARTIN O'MALLEY,6,4,0,2,0
Mitchell,President,,DEM,MARTIN O'MALLEY,8,4,0,4,0
Monroe,President,,DEM,MARTIN O'MALLEY,7,6,0,1,0
Montgomery,President,,DEM,MARTIN O'MALLEY,2,2,0,0,0
Morgan,President,,DEM,MARTIN O'MALLEY,3,1,0,2,0
Murray,President,,DEM,MARTIN O'MALLEY,6,4,0,2,0
Muscogee,President,,DEM,MARTIN O'MALLEY,32,25,2,5,0
Newton,President,,DEM,MARTIN O'MALLEY,24,13,1,10,0
Oconee,President,,DEM,MARTIN O'MALLEY,5,4,0,1,0
Oglethorpe,President,,DEM,MARTIN O'MALLEY,3,2,0,1,0
Paulding,President,,DEM,MARTIN O'MALLEY,19,9,1,8,1
Peach,President,,DEM,MARTIN O'MALLEY,5,4,0,1,0
Pickens,President,,DEM,MARTIN O'MALLEY,5,3,0,2,0
Pierce,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0
Pike,President,,DEM,MARTIN O'MALLEY,5,4,1,0,0
Polk,President,,DEM,MARTIN O'MALLEY,13,11,0,2,0
Pulaski,President,,DEM,MARTIN O'MALLEY,1,0,0,1,0
Putnam,President,,DEM,MARTIN O'MALLEY,5,5,0,0,0
Quitman,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0
Rabun,President,,DEM,MARTIN O'MALLEY,7,5,1,1,0
Randolph,President,,DEM,MARTIN O'MALLEY,5,4,0,1,0
Richmond,President,,DEM,MARTIN O'MALLEY,46,38,4,4,0
Rockdale,President,,DEM,MARTIN O'MALLEY,12,9,0,3,0
Schley,President,,DEM,MARTIN O'MALLEY,3,3,0,0,0
Screven,President,,DEM,MARTIN O'MALLEY,10,7,1,2,0
Seminole,President,,DEM,MARTIN O'MALLEY,5,3,0,2,0
Spalding,President,,DEM,MARTIN O'MALLEY,18,14,0,4,0
Stephens,President,,DEM,MARTIN O'MALLEY,10,3,0,7,0
Stewart,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0
Sumter,President,,DEM,MARTIN O'MALLEY,9,7,0,2,0
Talbot,President,,DEM,MARTIN O'MALLEY,2,2,0,0,0
Taliaferro,President,,DEM,MARTIN O'MALLEY,1,1,0,0,0
Tattnall,President,,DEM,MARTIN O'MALLEY,6,6,0,0,0
Taylor,President,,DEM,MARTIN O'MALLEY,4,3,0,1,0
Telfair,President,,DEM,MARTIN O'MALLEY,3,1,0,2,0
Terrell,President,,DEM,MARTIN O'MALLEY,2,0,0,2,0
Thomas,President,,DEM,MARTIN O'MALLEY,11,8,0,3,0
Tift,President,,DEM,MARTIN O'MALLEY,11,10,0,1,0
Toombs,President,,DEM,MARTIN O'MALLEY,5,5,0,0,0
Towns,President,,DEM,MARTIN O'MALLEY,7,5,0,2,0
Treutlen,President,,DEM,MARTIN O'MALLEY,3,1,0,2,0
Troup,President,,DEM,MARTIN O'MALLEY,23,16,1,5,1
Turner,President,,DEM,MARTIN O'MALLEY,4,1,0,3,0
Twiggs,President,,DEM,MARTIN O'MALLEY,6,5,0,1,0
Union,President,,DEM,MARTIN O'MALLEY,17,11,0,6,0
Upson,President,,DEM,MARTIN O'MALLEY,6,6,0,0,0
Walker,President,,DEM,MARTIN O'MALLEY,11,6,0,5,0
Walton,President,,DEM,MARTIN O'MALLEY,9,6,2,1,0
Ware,President,,DEM,MARTIN O'MALLEY,9,5,1,3,0
Warren,President,,DEM,MARTIN O'MALLEY,3,2,1,0,0
Washington,President,,DEM,MARTIN O'MALLEY,6,4,1,1,0
Wayne,President,,DEM,MARTIN O'MALLEY,7,5,1,1,0
Webster,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
Wheeler,President,,DEM,MARTIN O'MALLEY,0,0,0,0,0
White,President,,DEM,MARTIN O'MALLEY,7,4,1,2,0
Whitfield,President,,DEM,MARTIN O'MALLEY,19,16,0,3,0
Wilcox,President,,DEM,MARTIN O'MALLEY,2,1,1,0,0
Wilkes,President,,DEM,MARTIN O'MALLEY,4,2,1,1,0
Wilkinson,President,,DEM,MARTIN O'MALLEY,6,4,2,0,0
Worth,President,,DEM,MARTIN O'MALLEY,6,6,0,0,0
,President,,DEM,BERNIE SANDERS,215797,179790,3178,31481,1348
Appling,President,,DEM,BERNIE SANDERS,143,111,12,19,1
Atkinson,President,,DEM,BERNIE SANDERS,49,38,0,11,0
Bacon,President,,DEM,BERNIE SANDERS,58,38,3,17,0
Baker,President,,DEM,BERNIE SANDERS,48,33,3,12,0
Baldwin,President,,DEM,BERNIE SANDERS,764,597,12,153,2
Banks,President,,DEM,BERNIE SANDERS,169,135,6,28,0
Barrow,President,,DEM,BERNIE SANDERS,879,748,12,119,0
Bartow,President,,DEM,BERNIE SANDERS,1495,1240,27,224,4
Ben Hill,President,,DEM,BERNIE SANDERS,180,131,5,43,1
Berrien,President,,DEM,BERNIE SANDERS,146,107,8,31,0
Bibb,President,,DEM,BERNIE SANDERS,2650,2271,54,307,18
Bleckley,President,,DEM,BERNIE SANDERS,98,70,1,27,0
Brantley,President,,DEM,BERNIE SANDERS,125,108,1,14,2
Brooks,President,,DEM,BERNIE SANDERS,198,165,3,30,0
Bryan,President,,DEM,BERNIE SANDERS,502,380,14,108,0
Bulloch,President,,DEM,BERNIE SANDERS,1227,1100,12,111,4
Burke,President,,DEM,BERNIE SANDERS,185,162,6,17,0
Butts,President,,DEM,BERNIE SANDERS,191,118,3,70,0
Calhoun,President,,DEM,BERNIE SANDERS,61,53,0,8,0
Camden,President,,DEM,BERNIE SANDERS,690,587,30,71,2
Candler,President,,DEM,BERNIE SANDERS,111,55,8,47,1
Carroll,President,,DEM,BERNIE SANDERS,1941,1604,22,308,7
Catoosa,President,,DEM,BERNIE SANDERS,1027,780,11,235,1
Charlton,President,,DEM,BERNIE SANDERS,84,68,1,15,0
Chatham,President,,DEM,BERNIE SANDERS,7507,6688,85,725,9
Chattahoochee,President,,DEM,BERNIE SANDERS,40,35,1,4,0
Chattooga,President,,DEM,BERNIE SANDERS,302,229,6,67,0
Cherokee,President,,DEM,BERNIE SANDERS,4442,3636,70,732,4
Clarke,President,,DEM,BERNIE SANDERS,6878,5605,83,1163,27
Clay,President,,DEM,BERNIE SANDERS,44,33,4,7,0
Clayton,President,,DEM,BERNIE SANDERS,5557,4658,36,857,6
Clinch,President,,DEM,BERNIE SANDERS,38,32,0,6,0
Cobb,President,,DEM,BERNIE SANDERS,22520,19631,336,2427,126
Coffee,President,,DEM,BERNIE SANDERS,309,259,4,46,0
Colquitt,President,,DEM,BERNIE SANDERS,302,229,3,70,0
Columbia,President,,DEM,BERNIE SANDERS,2338,2002,45,288,3
Cook,President,,DEM,BERNIE SANDERS,171,128,5,38,0
Coweta,President,,DEM,BERNIE SANDERS,2235,1886,56,291,2
Crawford,President,,DEM,BERNIE SANDERS,120,103,1,16,0
Crisp,President,,DEM,BERNIE SANDERS,172,130,1,41,0
Dade,President,,DEM,BERNIE SANDERS,231,176,1,53,1
Dawson,President,,DEM,BERNIE SANDERS,269,191,8,69,1
Decatur,President,,DEM,BERNIE SANDERS,337,290,5,38,4
DeKalb,President,,DEM,BERNIE SANDERS,32707,27882,420,4274,131
Dodge,President,,DEM,BERNIE SANDERS,141,112,2,27,0
Dooly,President,,DEM,BERNIE SANDERS,91,73,0,18,0
Dougherty,President,,DEM,BERNIE SANDERS,1439,1232,23,180,4
Douglas,President,,DEM,BERNIE SANDERS,3151,2498,26,615,12
Early,President,,DEM,BERNIE SANDERS,76,63,3,10,0
Echols,President,,DEM,BERNIE SANDERS,36,24,0,12,0
Effingham,President,,DEM,BERNIE SANDERS,621,544,14,62,1
Elbert,President,,DEM,BERNIE SANDERS,258,170,5,82,1
Emanuel,President,,DEM,BERNIE SANDERS,145,117,1,26,1
Evans,President,,DEM,BERNIE SANDERS,85,62,2,21,0
Fannin,President,,DEM,BERNIE SANDERS,356,269,10,77,0
Fayette,President,,DEM,BERNIE SANDERS,2925,2410,45,466,4
Floyd,President,,DEM,BERNIE SANDERS,1368,1110,28,218,12
Forsyth,President,,DEM,BERNIE SANDERS,3153,2370,74,698,11
Franklin,President,,DEM,BERNIE SANDERS,205,166,1,36,2
Fulton,President,,DEM,BERNIE SANDERS,33800,28274,356,4744,426
Gilmer,President,,DEM,BERNIE SANDERS,423,323,12,86,2
Glascock,President,,DEM,BERNIE SANDERS,19,17,0,2,0
Glynn,President,,DEM,BERNIE SANDERS,1282,1000,16,261,5
Gordon,President,,DEM,BERNIE SANDERS,554,440,10,103,1
Grady,President,,DEM,BERNIE SANDERS,262,212,2,47,1
Greene,President,,DEM,BERNIE SANDERS,169,133,6,30,0
Gwinnett,President,,DEM,BERNIE SANDERS,19094,16491,260,2136,207
Habersham,President,,DEM,BERNIE SANDERS,553,359,26,168,0
Hall,President,,DEM,BERNIE SANDERS,2256,1897,43,305,11
Hancock,President,,DEM,BERNIE SANDERS,147,91,18,36,2
Haralson,President,,DEM,BERNIE SANDERS,312,278,5,28,1
Harris,President,,DEM,BERNIE SANDERS,448,373,17,58,0
Hart,President,,DEM,BERNIE SANDERS,276,203,3,70,0
Heard,President,,DEM,BERNIE SANDERS,111,86,7,18,0
Henry,President,,DEM,BERNIE SANDERS,4468,3498,34,875,61
Houston,President,,DEM,BERNIE SANDERS,1956,1624,31,293,8
Irwin,President,,DEM,BERNIE SANDERS,76,61,0,13,2
Jackson,President,,DEM,BERNIE SANDERS,733,622,5,102,4
Jasper,President,,DEM,BERNIE SANDERS,133,115,0,18,0
Jeff Davis,President,,DEM,BERNIE SANDERS,107,80,1,25,1
Jefferson,President,,DEM,BERNIE SANDERS,208,158,8,40,2
Jenkins,President,,DEM,BERNIE SANDERS,64,46,1,17,0
Johnson,President,,DEM,BERNIE SANDERS,64,49,0,15,0
Jones,President,,DEM,BERNIE SANDERS,371,278,22,71,0
Lamar,President,,DEM,BERNIE SANDERS,208,167,6,35,0
Lanier,President,,DEM,BERNIE SANDERS,70,50,0,19,1
Laurens,President,,DEM,BERNIE SANDERS,453,358,29,66,0
Lee,President,,DEM,BERNIE SANDERS,336,293,7,36,0
Liberty,President,,DEM,BERNIE SANDERS,679,539,6,133,1
Lincoln,President,,DEM,BERNIE SANDERS,93,64,6,23,0
Long,President,,DEM,BERNIE SANDERS,113,93,0,18,2
Lowndes,President,,DEM,BERNIE SANDERS,1900,1401,37,355,107
Lumpkin,President,,DEM,BERNIE SANDERS,537,399,13,120,5
Macon,President,,DEM,BERNIE SANDERS,105,72,1,32,0
Madison,President,,DEM,BERNIE SANDERS,505,399,5,101,0
Marion,President,,DEM,BERNIE SANDERS,120,79,9,32,0
McDuffie,President,,DEM,BERNIE SANDERS,223,180,6,37,0
McIntosh,President,,DEM,BERNIE SANDERS,149,120,2,27,0
Meriwether,President,,DEM,BERNIE SANDERS,237,215,3,19,0
Miller,President,,DEM,BERNIE SANDERS,37,27,0,10,0
Mitchell,President,,DEM,BERNIE SANDERS,203,148,3,52,0
Monroe,President,,DEM,BERNIE SANDERS,301,255,4,41,1
Montgomery,President,,DEM,BERNIE SANDERS,72,65,0,7,0
Morgan,President,,DEM,BERNIE SANDERS,259,196,1,62,0
Murray,President,,DEM,BERNIE SANDERS,407,357,12,38,0
Muscogee,President,,DEM,BERNIE SANDERS,3342,2717,54,548,23
Newton,President,,DEM,BERNIE SANDERS,2002,1572,17,412,1
Oconee,President,,DEM,BERNIE SANDERS,1102,851,21,226,4
Oglethorpe,President,,DEM,BERNIE SANDERS,358,287,9,62,0
Paulding,President,,DEM,BERNIE SANDERS,2123,1696,35,380,12
Peach,President,,DEM,BERNIE SANDERS,316,247,2,67,0
Pickens,President,,DEM,BERNIE SANDERS,370,278,2,90,0
Pierce,President,,DEM,BERNIE SANDERS,104,76,1,27,0
Pike,President,,DEM,BERNIE SANDERS,188,146,0,41,1
Polk,President,,DEM,BERNIE SANDERS,403,292,8,103,0
Pulaski,President,,DEM,BERNIE SANDERS,60,43,3,14,0
Putnam,President,,DEM,BERNIE SANDERS,206,172,1,33,0
Quitman,President,,DEM,BERNIE SANDERS,15,11,0,4,0
Rabun,President,,DEM,BERNIE SANDERS,326,177,47,102,0
Randolph,President,,DEM,BERNIE SANDERS,71,51,1,19,0
Richmond,President,,DEM,BERNIE SANDERS,3586,3096,48,436,6
Rockdale,President,,DEM,BERNIE SANDERS,2234,1790,20,404,20
Schley,President,,DEM,BERNIE SANDERS,25,22,0,3,0
Screven,President,,DEM,BERNIE SANDERS,168,129,4,33,2
Seminole,President,,DEM,BERNIE SANDERS,81,70,0,11,0
Spalding,President,,DEM,BERNIE SANDERS,820,639,10,171,0
Stephens,President,,DEM,BERNIE SANDERS,284,157,15,112,0
Stewart,President,,DEM,BERNIE SANDERS,46,33,2,11,0
Sumter,President,,DEM,BERNIE SANDERS,404,313,7,84,0
Talbot,President,,DEM,BERNIE SANDERS,120,111,3,6,0
Taliaferro,President,,DEM,BERNIE SANDERS,35,21,2,12,0
Tattnall,President,,DEM,BERNIE SANDERS,154,108,4,41,1
Taylor,President,,DEM,BERNIE SANDERS,63,49,2,12,0
Telfair,President,,DEM,BERNIE SANDERS,91,80,1,10,0
Terrell,President,,DEM,BERNIE SANDERS,106,82,8,16,0
Thomas,President,,DEM,BERNIE SANDERS,551,446,8,97,0
Tift,President,,DEM,BERNIE SANDERS,345,288,3,54,0
Toombs,President,,DEM,BERNIE SANDERS,166,147,1,18,0
Towns,President,,DEM,BERNIE SANDERS,270,204,7,55,4
Treutlen,President,,DEM,BERNIE SANDERS,58,36,3,19,0
Troup,President,,DEM,BERNIE SANDERS,859,712,15,123,9
Turner,President,,DEM,BERNIE SANDERS,81,67,1,13,0
Twiggs,President,,DEM,BERNIE SANDERS,118,93,5,20,0
Union,President,,DEM,BERNIE SANDERS,418,279,17,121,1
Upson,President,,DEM,BERNIE SANDERS,280,239,6,35,0
Walker,President,,DEM,BERNIE SANDERS,869,693,11,164,1
Walton,President,,DEM,BERNIE SANDERS,971,835,19,116,1
Ware,President,,DEM,BERNIE SANDERS,284,224,7,53,0
Warren,President,,DEM,BERNIE SANDERS,49,27,1,21,0
Washington,President,,DEM,BERNIE SANDERS,258,187,7,62,2
Wayne,President,,DEM,BERNIE SANDERS,236,189,6,41,0
Webster,President,,DEM,BERNIE SANDERS,18,16,0,2,0
Wheeler,President,,DEM,BERNIE SANDERS,26,20,0,6,0
White,President,,DEM,BERNIE SANDERS,440,313,12,115,0
Whitfield,President,,DEM,BERNIE SANDERS,1311,1120,21,166,4
Wilcox,President,,DEM,BERNIE SANDERS,41,34,2,5,0
Wilkes,President,,DEM,BERNIE SANDERS,141,106,4,31,0
Wilkinson,President,,DEM,BERNIE SANDERS,155,136,3,16,0
Worth,President,,DEM,BERNIE SANDERS,166,136,1,29,0
,President,,DEM,MICHAEL STEINBERG,1766,1395,70,292,9
Appling,President,,DEM,MICHAEL STEINBERG,5,3,1,1,0
Atkinson,President,,DEM,MICHAEL STEINBERG,2,1,0,1,0
Bacon,President,,DEM,MICHAEL STEINBERG,3,3,0,0,0
Baker,President,,DEM,MICHAEL STEINBERG,2,2,0,0,0
Baldwin,President,,DEM,MICHAEL STEINBERG,10,9,0,1,0
Banks,President,,DEM,MICHAEL STEINBERG,3,3,0,0,0
Barrow,President,,DEM,MICHAEL STEINBERG,16,11,1,4,0
Bartow,President,,DEM,MICHAEL STEINBERG,24,21,1,2,0
Ben Hill,President,,DEM,MICHAEL STEINBERG,5,4,0,1,0
Berrien,President,,DEM,MICHAEL STEINBERG,9,6,1,2,0
Bibb,President,,DEM,MICHAEL STEINBERG,28,20,2,6,0
Bleckley,President,,DEM,MICHAEL STEINBERG,2,1,0,1,0
Brantley,President,,DEM,MICHAEL STEINBERG,5,5,0,0,0
Brooks,President,,DEM,MICHAEL STEINBERG,2,0,0,2,0
Bryan,President,,DEM,MICHAEL STEINBERG,8,6,0,2,0
Bulloch,President,,DEM,MICHAEL STEINBERG,9,9,0,0,0
Burke,President,,DEM,MICHAEL STEINBERG,4,4,0,0,0
Butts,President,,DEM,MICHAEL STEINBERG,9,4,0,5,0
Calhoun,President,,DEM,MICHAEL STEINBERG,1,1,0,0,0
Camden,President,,DEM,MICHAEL STEINBERG,10,10,0,0,0
Candler,President,,DEM,MICHAEL STEINBERG,5,5,0,0,0
Carroll,President,,DEM,MICHAEL STEINBERG,18,14,2,2,0
Catoosa,President,,DEM,MICHAEL STEINBERG,13,9,1,3,0
Charlton,President,,DEM,MICHAEL STEINBERG,6,6,0,0,0
Chatham,President,,DEM,MICHAEL STEINBERG,51,41,1,9,0
Chattahoochee,President,,DEM,MICHAEL STEINBERG,1,1,0,0,0
Chattooga,President,,DEM,MICHAEL STEINBERG,14,11,0,3,0
Cherokee,President,,DEM,MICHAEL STEINBERG,25,17,1,7,0
Clarke,President,,DEM,MICHAEL STEINBERG,21,15,3,2,1
Clay,President,,DEM,MICHAEL STEINBERG,2,1,0,1,0
Clayton,President,,DEM,MICHAEL STEINBERG,38,29,1,8,0
Clinch,President,,DEM,MICHAEL STEINBERG,4,3,0,1,0
Cobb,President,,DEM,MICHAEL STEINBERG,86,68,4,14,0
Coffee,President,,DEM,MICHAEL STEINBERG,8,6,0,2,0
Colquitt,President,,DEM,MICHAEL STEINBERG,11,8,0,3,0
Columbia,President,,DEM,MICHAEL STEINBERG,24,20,2,2,0
Cook,President,,DEM,MICHAEL STEINBERG,2,2,0,0,0
Coweta,President,,DEM,MICHAEL STEINBERG,25,23,0,2,0
Crawford,President,,DEM,MICHAEL STEINBERG,4,3,0,1,0
Crisp,President,,DEM,MICHAEL STEINBERG,6,3,0,3,0
Dade,President,,DEM,MICHAEL STEINBERG,7,5,0,2,0
Dawson,President,,DEM,MICHAEL STEINBERG,4,4,0,0,0
Decatur,President,,DEM,MICHAEL STEINBERG,9,7,1,1,0
DeKalb,President,,DEM,MICHAEL STEINBERG,95,76,3,15,1
Dodge,President,,DEM,MICHAEL STEINBERG,6,5,0,1,0
Dooly,President,,DEM,MICHAEL STEINBERG,2,2,0,0,0
Dougherty,President,,DEM,MICHAEL STEINBERG,22,17,1,4,0
Douglas,President,,DEM,MICHAEL STEINBERG,26,20,0,6,0
Early,President,,DEM,MICHAEL STEINBERG,4,3,0,1,0
Echols,President,,DEM,MICHAEL STEINBERG,1,0,0,1,0
Effingham,President,,DEM,MICHAEL STEINBERG,17,16,0,1,0
Elbert,President,,DEM,MICHAEL STEINBERG,5,4,0,1,0
Emanuel,President,,DEM,MICHAEL STEINBERG,4,4,0,0,0
